,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
670,no checking account,24,critical account/  other credits existing (not at this bank),business,4139,100 <= ... <  500 DM,1  <= ... < 4 years,3,none,3,building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1,4200,1,0.9966991931346032,1
671,no checking account,36,existing credits paid back duly till now,business,5742,100 <= ... <  500 DM,4  <= ... < 7 years,2,none,2,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,5817,1,1.0057028796841703,1
672,no checking account,60,existing credits paid back duly till now,car (new),10366,... <  100 DM,.. >= 7 years,2,none,4,building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,10477,1,1.006094759774441,1
673,no checking account,6,critical account/  other credits existing (not at this bank),car (new),2080,500 <= ... < 1000 DM,1  <= ... < 4 years,1,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1,2116,1,0.9894591051735173,1
674,no checking account,21,delay in paying off in the past,business,2580,500 <= ... < 1000 DM,... < 1 year,4,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,no,male,single,0,2651,1,0.9959776761188128,1
676,no checking account,24,critical account/  other credits existing (not at this bank),furniture/equipment,5150,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,5218,1,1.0070039561702244,1
677,0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,5595,100 <= ... <  500 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,no,male,married/widowed,0,5697,1,0.9924914032540967,1
678,... < 0 DM,24,existing credits paid back duly till now,radio/television,2384,... <  100 DM,.. >= 7 years,4,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,no,male,single,1,2483,1,1.009869720185627,1
681,no checking account,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1  <= ... < 4 years,4,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,2338,1,1.0032780029434825,1
682,no checking account,15,delay in paying off in the past,radio/television,1478,... <  100 DM,1  <= ... < 4 years,4,none,3,real estate,33,bank,own,2,skilled employee / official,1,none,no,male,married/widowed,1,1537,1,1.0177256297982502,1
683,no checking account,24,critical account/  other credits existing (not at this bank),radio/television,5103,... <  100 DM,... < 1 year,3,none,3,unknown / no property,47,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,0,5184,1,1.0039219683059504,1
684,0 <= ... < 200 DM,36,delay in paying off in the past,business,9857,100 <= ... <  500 DM,4  <= ... < 7 years,1,none,3,building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name",no,male,single,1,9933,1,0.998938409034476,1
685,no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1  <= ... < 4 years,4,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,6633,1,0.9964628914664154,1
686,>= 200 DM,10,critical account/  other credits existing (not at this bank),radio/television,1347,unknown/ no savings account,4  <= ... < 7 years,4,none,2,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,1393,0,-0.014894446758580981,0
687,0 <= ... < 200 DM,36,delay in paying off in the past,car (new),2862,100 <= ... <  500 DM,.. >= 7 years,4,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,none,no,male,single,1,2938,1,0.9955071865875748,1
688,no checking account,9,existing credits paid back duly till now,radio/television,2753,100 <= ... <  500 DM,.. >= 7 years,3,co-applicant,4,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,2806,1,1.005422363206127,1
689,... < 0 DM,12,existing credits paid back duly till now,car (new),3651,.. >= 1000 DM,1  <= ... < 4 years,1,none,3,building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,2,none,no,male,single,1,3702,1,0.9954403227603108,1
690,... < 0 DM,15,critical account/  other credits existing (not at this bank),furniture/equipment,975,... <  100 DM,1  <= ... < 4 years,2,none,3,building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,none,no,male,divorced/separated,1,1024,0,-0.005753284750087073,0
692,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2896,100 <= ... <  500 DM,... < 1 year,2,none,1,"car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,no,male,single,0,2954,1,1.0050529362314717,1
693,... < 0 DM,6,critical account/  other credits existing (not at this bank),car (new),4716,unknown/ no savings account,... < 1 year,1,none,3,real estate,44,none,own,2,unskilled - resident,2,none,no,male,single,0,4774,1,1.00255335976174,1
694,no checking account,24,existing credits paid back duly till now,radio/television,2284,... <  100 DM,4  <= ... < 7 years,4,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,2345,1,1.0106198465834162,1
695,no checking account,6,existing credits paid back duly till now,car (used),1236,500 <= ... < 1000 DM,1  <= ... < 4 years,2,none,4,building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,none,no,male,single,1,1301,0,-0.0011690678832593226,0
696,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1103,... <  100 DM,4  <= ... < 7 years,4,guarantor,3,real estate,29,none,own,2,skilled employee / official,1,none,yes,male,single,0,1154,0,-0.0007743642054315325,0
698,no checking account,18,critical account/  other credits existing (not at this bank),radio/television,1800,... <  100 DM,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,no,male,single,1,1852,1,1.005952238299542,1
699,>= 200 DM,15,existing credits paid back duly till now,education,1905,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",40,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,1971,1,1.0125411407346332,1
701,... < 0 DM,48,critical account/  other credits existing (not at this bank),car (used),6331,... <  100 DM,.. >= 7 years,4,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,6436,1,1.0097006605947214,1
703,0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,100 <= ... <  500 DM,.. >= 7 years,4,none,2,building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,no,male,single,1,2584,1,0.9979167762213255,1
706,0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),6560,100 <= ... <  500 DM,4  <= ... < 7 years,3,none,2,building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,no,male,single,0,6639,1,1.0009253368753273,1
709,0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2118,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,37,none,own,1,unskilled - resident,2,none,no,male,single,1,2172,1,1.0010124619853962,1
710,no checking account,18,critical account/  other credits existing (not at this bank),radio/television,629,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,building society savings agreement/ life insurance,32,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,690,0,-0.0012569840773202223,0
712,no checking account,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,2553,1,1.0063856767687493,1
713,... < 0 DM,9,critical account/  other credits existing (not at this bank),radio/television,1138,... <  100 DM,1  <= ... < 4 years,4,none,4,real estate,25,none,own,2,unskilled - resident,1,none,no,male,single,0,1183,0,-0.009280445295214323,0
714,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),14027,... <  100 DM,4  <= ... < 7 years,4,none,2,unknown / no property,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,14123,1,1.0066490291295227,1
715,no checking account,30,critical account/  other credits existing (not at this bank),car (used),7596,unknown/ no savings account,.. >= 7 years,1,none,4,"car or other, not in attribute 6",63,none,own,2,skilled employee / official,1,none,no,male,single,1,7698,1,1.0071658472326088,1
716,no checking account,30,critical account/  other credits existing (not at this bank),radio/television,3077,unknown/ no savings account,.. >= 7 years,3,none,2,"car or other, not in attribute 6",40,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,3157,1,1.003784596762872,1
717,no checking account,18,existing credits paid back duly till now,radio/television,1505,... <  100 DM,1  <= ... < 4 years,4,none,2,unknown / no property,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,1564,1,0.9948264741093336,1
718,>= 200 DM,24,critical account/  other credits existing (not at this bank),radio/television,3148,unknown/ no savings account,1  <= ... < 4 years,3,none,2,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3212,1,0.9955110940835564,1
719,0 <= ... < 200 DM,20,no credits taken/ all credits paid back duly,car (used),6148,100 <= ... <  500 DM,.. >= 7 years,3,none,4,"car or other, not in attribute 6",31,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1,6210,1,1.009911394396748,1
720,>= 200 DM,9,no credits taken/ all credits paid back duly,radio/television,1337,... <  100 DM,... < 1 year,4,none,2,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,1390,0,0.0029977303760845286,1
726,no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1316,500 <= ... < 1000 DM,1  <= ... < 4 years,2,none,2,building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,1,none,no,male,married/widowed,1,1386,0,-0.0075184947857984685,0
729,>= 200 DM,24,critical account/  other credits existing (not at this bank),business,1275,.. >= 1000 DM,1  <= ... < 4 years,2,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,divorced/separated,1,1345,0,-0.015110813498896869,0
730,0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,6403,... <  100 DM,... < 1 year,1,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,no,male,single,1,6466,1,0.9966085659954658,1
731,... < 0 DM,24,existing credits paid back duly till now,radio/television,1987,... <  100 DM,1  <= ... < 4 years,2,none,4,real estate,21,none,rent,1,unskilled - resident,2,none,no,male,single,0,2041,1,1.0040268993585777,1
737,... < 0 DM,18,existing credits paid back duly till now,car (new),4380,100 <= ... <  500 DM,1  <= ... < 4 years,3,none,4,"car or other, not in attribute 6",35,none,own,1,unskilled - resident,2,"yes, registered under the customers name",no,male,single,1,4444,1,0.9980612761204903,1
738,no checking account,6,critical account/  other credits existing (not at this bank),car (new),6761,... <  100 DM,4  <= ... < 7 years,1,none,3,unknown / no property,45,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1,6821,1,1.0069962527529865,1
740,... < 0 DM,24,all credits at this bank paid back duly,car (new),2325,100 <= ... <  500 DM,4  <= ... < 7 years,2,none,3,"car or other, not in attribute 6",32,bank,own,1,skilled employee / official,1,none,no,male,single,1,2389,1,1.0119587712474416,1
741,0 <= ... < 200 DM,10,all credits at this bank paid back duly,radio/television,1048,... <  100 DM,1  <= ... < 4 years,4,none,4,real estate,23,stores,own,1,unskilled - resident,1,none,no,male,single,1,1092,0,0.004577303945234368,1
742,no checking account,21,existing credits paid back duly till now,radio/television,3160,unknown/ no savings account,.. >= 7 years,4,none,3,building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3232,1,1.012173599223721,1
743,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2483,500 <= ... < 1000 DM,1  <= ... < 4 years,4,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,2540,1,1.0068500450702096,1
744,... < 0 DM,39,critical account/  other credits existing (not at this bank),furniture/equipment,14179,unknown/ no savings account,4  <= ... < 7 years,4,none,4,building society savings agreement/ life insurance,30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,14260,1,1.0049694555676165,1
745,... < 0 DM,13,critical account/  other credits existing (not at this bank),business,1797,... <  100 DM,... < 1 year,3,none,1,building society savings agreement/ life insurance,28,bank,own,2,unskilled - resident,1,none,no,male,single,1,1846,1,0.9971787087394044,1
748,no checking account,21,existing credits paid back duly till now,car (used),5248,unknown/ no savings account,1  <= ... < 4 years,1,none,3,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,no,male,single,0,5301,1,0.9954125789676223,1
749,no checking account,15,existing credits paid back duly till now,car (used),3029,... <  100 DM,4  <= ... < 7 years,2,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,no,male,single,1,3084,1,1.004829819473937,1
754,no checking account,12,delay in paying off in the past,repairs,1555,.. >= 1000 DM,.. >= 7 years,4,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2,none,no,male,single,1,1635,1,0.9985491479144377,1
756,>= 200 DM,6,critical account/  other credits existing (not at this bank),car (new),1299,... <  100 DM,1  <= ... < 4 years,1,none,1,real estate,74,none,own,3,unemployed/ unskilled  - non-resident,2,none,yes,male,single,1,1387,0,0.20194139019979446,1
757,>= 200 DM,15,critical account/  other credits existing (not at this bank),radio/television,1271,unknown/ no savings account,1  <= ... < 4 years,3,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1336,0,0.0018997737170903806,1
758,no checking account,24,existing credits paid back duly till now,car (new),1393,... <  100 DM,1  <= ... < 4 years,2,guarantor,2,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,1454,0,-0.0061963072286808085,0
759,... < 0 DM,12,critical account/  other credits existing (not at this bank),car (new),691,... <  100 DM,.. >= 7 years,4,none,3,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,no,male,single,1,749,0,0.0023911291723560657,1
762,... < 0 DM,12,existing credits paid back duly till now,radio/television,2214,... <  100 DM,1  <= ... < 4 years,4,none,3,building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,no,male,single,1,2260,1,1.0010540010384283,1
763,no checking account,21,critical account/  other credits existing (not at this bank),car (new),12680,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,12741,1,1.010123110522463,1
764,no checking account,24,critical account/  other credits existing (not at this bank),car (new),2463,100 <= ... <  500 DM,4  <= ... < 7 years,4,none,3,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,0,2524,1,0.9932603965506088,1
765,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1155,... <  100 DM,.. >= 7 years,3,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,no,male,married/widowed,0,1216,0,0.005290855789732207,1
766,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3108,... <  100 DM,... < 1 year,2,none,4,building society savings agreement/ life insurance,31,none,own,1,unskilled - resident,1,none,no,male,divorced/separated,0,3177,1,1.0017604803771971,1
768,0 <= ... < 200 DM,12,critical account/  other credits existing (not at this bank),furniture/equipment,3617,... <  100 DM,.. >= 7 years,1,none,4,"car or other, not in attribute 6",28,none,rent,3,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3667,1,1.0062088437101837,1
769,no checking account,12,critical account/  other credits existing (not at this bank),radio/television,1655,... <  100 DM,.. >= 7 years,2,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1,1740,1,0.9822354381120222,1
772,no checking account,21,critical account/  other credits existing (not at this bank),car (used),3275,... <  100 DM,.. >= 7 years,1,none,4,"car or other, not in attribute 6",36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,3340,1,0.9999406616526523,1
773,no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2223,100 <= ... <  500 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,52,bank,own,2,skilled employee / official,1,none,no,male,single,0,2310,1,1.0302589382084262,1
774,>= 200 DM,12,critical account/  other credits existing (not at this bank),car (new),1480,500 <= ... < 1000 DM,unemployed,2,none,4,unknown / no property,66,bank,for free,3,unemployed/ unskilled  - non-resident,1,none,no,male,single,0,1568,1,0.9710660947745424,1
776,no checking account,36,critical account/  other credits existing (not at this bank),car (new),3535,... <  100 DM,4  <= ... < 7 years,4,none,4,"car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3620,1,1.0069692408611297,1
778,no checking account,36,critical account/  other credits existing (not at this bank),car (used),5711,.. >= 1000 DM,.. >= 7 years,4,none,2,"car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,5794,1,1.0087330997051729,1
780,0 <= ... < 200 DM,39,critical account/  other credits existing (not at this bank),radio/television,4933,... <  100 DM,4  <= ... < 7 years,2,guarantor,2,real estate,25,none,own,2,skilled employee / official,1,none,no,male,single,1,5005,1,0.9956223323883601,1
781,no checking account,24,critical account/  other credits existing (not at this bank),car (new),1940,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,60,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,2035,1,0.9977569423042935,1
782,0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,retraining,1410,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,male,single,0,1459,0,0.001601291538084526,1
784,0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/ no savings account,unemployed,1,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,divorced/separated,1,6556,1,1.0037726216800733,1
785,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,.. >= 1000 DM,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1,2003,1,0.9959362035202687,1
786,no checking account,22,existing credits paid back duly till now,radio/television,2675,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"car or other, not in attribute 6",40,none,own,1,skilled employee / official,1,none,no,male,single,1,2747,1,1.0070471326135686,1
787,no checking account,48,critical account/  other credits existing (not at this bank),car (used),2751,unknown/ no savings account,.. >= 7 years,4,none,3,"car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,2849,1,0.9966369876282126,1
788,0 <= ... < 200 DM,48,delay in paying off in the past,education,6224,... <  100 DM,.. >= 7 years,4,none,4,unknown / no property,50,none,for free,1,skilled employee / official,1,none,no,male,single,0,6332,1,0.9908497777607668,1
789,... < 0 DM,40,critical account/  other credits existing (not at this bank),education,5998,... <  100 DM,1  <= ... < 4 years,4,none,3,unknown / no property,27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,6075,1,0.9982378451195844,1
791,no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/ no savings account,.. >= 7 years,3,none,4,"car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1,6389,1,1.00400290323736,1
792,no checking account,6,critical account/  other credits existing (not at this bank),furniture/equipment,1221,unknown/ no savings account,1  <= ... < 4 years,1,none,2,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,no,male,married/widowed,0,1260,0,-0.002973631718951042,0
793,>= 200 DM,24,existing credits paid back duly till now,furniture/equipment,2892,... <  100 DM,.. >= 7 years,3,none,4,unknown / no property,51,none,for free,1,skilled employee / official,1,none,no,male,divorced/separated,0,2976,1,1.0048551609903227,1
794,no checking account,24,existing credits paid back duly till now,furniture/equipment,3062,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,unknown / no property,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3128,1,1.0006259210667405,1
796,... < 0 DM,18,existing credits paid back duly till now,car (used),7511,unknown/ no savings account,.. >= 7 years,1,none,4,building society savings agreement/ life insurance,51,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,7589,1,0.9964197469317682,1
798,no checking account,24,delay in paying off in the past,car (new),717,unknown/ no savings account,.. >= 7 years,4,none,4,"car or other, not in attribute 6",54,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,0,806,0,-0.0064157233755759435,0
799,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/ no savings account,... < 1 year,4,none,2,real estate,35,none,own,1,unemployed/ unskilled  - non-resident,1,none,no,male,single,0,1601,1,1.0093223193967265,1
800,no checking account,24,critical account/  other credits existing (not at this bank),education,1597,... <  100 DM,.. >= 7 years,4,none,4,unknown / no property,54,none,for free,2,skilled employee / official,2,none,no,male,single,1,1688,1,1.0071255645622172,1
803,no checking account,12,critical account/  other credits existing (not at this bank),radio/television,976,unknown/ no savings account,.. >= 7 years,4,none,4,"car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,no,male,single,1,1035,0,0.00463279591895982,1
805,... < 0 DM,36,existing credits paid back duly till now,car (new),9271,... <  100 DM,4  <= ... < 7 years,2,none,1,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,9337,1,1.0101144785877556,1
806,0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,590,... <  100 DM,... < 1 year,3,none,3,real estate,26,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,0,630,0,0.0013069344330033372,1
807,no checking account,12,critical account/  other credits existing (not at this bank),radio/television,930,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,65,none,own,4,skilled employee / official,1,none,no,male,single,1,1021,0,0.03517800279618599,1
808,0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... <  100 DM,unemployed,1,none,2,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,9386,1,1.0013534084839635,1
810,0 <= ... < 200 DM,8,existing credits paid back duly till now,business,907,... <  100 DM,... < 1 year,3,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1,949,0,0.0027292284373040543,1
811,0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,484,... <  100 DM,4  <= ... < 7 years,3,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,no,male,married/widowed,1,527,0,-0.03171895683194015,0
812,... < 0 DM,36,critical account/  other credits existing (not at this bank),car (used),9629,... <  100 DM,4  <= ... < 7 years,4,none,4,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,9700,1,1.0076071748914526,1
813,... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,... <  100 DM,1  <= ... < 4 years,3,none,4,"car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,no,male,single,1,3163,1,0.9871271156541354,1
814,... < 0 DM,48,existing credits paid back duly till now,car (new),3931,... <  100 DM,4  <= ... < 7 years,4,none,4,unknown / no property,46,none,for free,1,skilled employee / official,2,none,no,male,single,1,4037,1,1.0033890867300517,1
816,no checking account,6,existing credits paid back duly till now,domestic appliances,1338,500 <= ... < 1000 DM,1  <= ... < 4 years,1,none,4,real estate,62,none,own,1,skilled employee / official,1,none,no,male,divorced/separated,1,1414,0,-0.012716383175698898,0
818,... < 0 DM,36,existing credits paid back duly till now,others,15857,... <  100 DM,unemployed,2,co-applicant,3,"car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,male,divorced/separated,1,15944,1,1.0073969409964136,1
819,... < 0 DM,18,existing credits paid back duly till now,radio/television,1345,... <  100 DM,1  <= ... < 4 years,4,none,3,real estate,26,bank,own,1,skilled employee / official,1,none,no,male,married/widowed,1,1399,0,0.001329569541288378,1
820,no checking account,12,existing credits paid back duly till now,car (new),1101,... <  100 DM,1  <= ... < 4 years,3,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1,1149,0,-0.00030435817887186634,0
821,>= 200 DM,12,existing credits paid back duly till now,radio/television,3016,... <  100 DM,1  <= ... < 4 years,3,none,1,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,no,male,married/widowed,1,3059,1,0.9805259976976965,1
822,... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,2712,... <  100 DM,.. >= 7 years,2,none,2,building society savings agreement/ life insurance,41,bank,own,1,skilled employee / official,2,none,no,male,single,0,2796,1,1.0036872693806755,1
823,... < 0 DM,8,critical account/  other credits existing (not at this bank),car (new),731,... <  100 DM,.. >= 7 years,4,none,4,real estate,47,none,own,2,unskilled - resident,1,none,no,male,single,1,798,0,-0.0009735498336946868,0
824,no checking account,18,critical account/  other credits existing (not at this bank),furniture/equipment,3780,... <  100 DM,... < 1 year,3,none,2,"car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,divorced/separated,0,3841,1,1.0056661528951623,1
825,... < 0 DM,21,critical account/  other credits existing (not at this bank),car (new),1602,... <  100 DM,.. >= 7 years,4,none,3,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1,1664,1,1.0040125983949093,1
827,no checking account,18,no credits taken/ all credits paid back duly,business,4165,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",36,stores,own,2,skilled employee / official,2,none,no,male,single,1,4228,1,1.0066108499713142,1
828,... < 0 DM,36,existing credits paid back duly till now,car (used),8335,unknown/ no savings account,.. >= 7 years,3,none,4,unknown / no property,47,none,for free,1,skilled employee / official,1,none,no,male,single,1,8428,1,1.0091316671965298,1
829,0 <= ... < 200 DM,48,delay in paying off in the past,business,6681,unknown/ no savings account,1  <= ... < 4 years,4,none,4,unknown / no property,38,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,6779,1,0.9890576253737624,1
830,no checking account,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,2454,1,0.9991407248961549,1
832,... < 0 DM,45,no credits taken/ all credits paid back duly,business,11816,... <  100 DM,.. >= 7 years,2,none,4,"car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,no,male,single,0,11899,1,1.0016390349613402,1
835,... < 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... <  100 DM,1  <= ... < 4 years,4,none,4,"car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,none,no,male,single,1,1154,0,0.028366558776488415,1
838,... < 0 DM,24,critical account/  other credits existing (not at this bank),car (used),2957,... <  100 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3056,1,1.0032280319596047,1
